sentiment,text,data_id
negative,Seems same as OEM Auger except machining on shaft a little off and had to be ground a little bit.,6
positive,Great follow up by the company. Makes sure you are satisfied with the product.,6
negative,This is the 2nd time I have ordered this but this time it came dented.,6
positive,I like the eggs holder,6
positive,Affordable and works the same as the high dollar one my Whirlpool refrigerator came with! I will definitely be ordering this again!,6
negative,Does not fit good very loose . Dont waste your money .,6
positive,These filters seem to last pretty long too. I'll keep you posted on the longevity and taste.,6
positive,There ok,6
positive,Capsules made of god quality and i can put any kind of coffee,6
positive,It does it's job.,6
positive,Delivered on time and works great,6
negative,DOES NOT FIT IN TERMADOR FRIDGE.  I bought one previously that worked then ordered two more.  The other two did not fit.  They would not screw in.  I then ordered one directly from Bosch/Thermador and it fit perfectly.,6
positive,works good,6
positive,What a great value,6
negative,The bearing seems to work fine but the outer seal is much too big and wont work.,6
positive,"Arrived slightly bent, I had to rework a couple of sections to install it.",6
positive,Easy to order.  Fulfilled on time and correctly.  The filter fits my Keurig perfectly and the price is fair.  Really can't complain about anything.,6
negative,The colors were washed out and not bright as pictured. It has the correct graphics but not as pictured. It was bought for a young girl and she decided to keep it.,6
negative,"its a key, arrived in less then a week, which was great considering we have a locked freezer we needed to get into.  Its not the right key for us though, could've used a better picture of the key, maybe of the part that matters? A picture of the tip of the key would've been great.",6
positive,Rebuilt my old dryer runs great now bearing noise all gone.,6
negative,I could see that the glue was missing this will cause the filter to collapse making it ineffective. I have a glue gun and ran some glue lines on the filter. It helped a lot,6
negative,Only got about 3 months of use before it failed.,6
positive,Perfect fit for my humidifier. Arrived super fast and packaged very nicely. Highly recommend.,6
negative,The ice maker never worked and cold water never came out. So disappointed that it didn’t function properly,6
positive,luv it,6
negative,it's a cool product but it over fills the canister for the pot so i have to click some out or the grounds overflow and then the lid won't close. it's one scoop or 2 & 1/2 teaspoons.,6
positive,"the portable washing machine is light, works very well, and has very good capacity.",6
negative,They are upside down...,6
positive,"Have had this working perfectly for 3 months, and we do a lot of laundry. Would recommend this.",6
positive,Great for price,6
positive,Only had it for a few days but it is colorless and odorless so I think it is doing its job,6
negative,I bought it my fridge but It was so hard fingir the description and model. I bought it based on the picture but it didn’t fit in our fridge,6
positive,Cute/Practical! You just need to remember to switch from clean to dirty after a load !🤣😵‍💫,6
positive,This pump was an easy install and fixed my draining problem!,6
